"Index","PODD.Close"
2012-06-11,19.8
2012-06-12,20.01
2012-06-13,19.88
2012-06-14,19.78
2012-06-15,20.05
2012-06-18,20.24
2012-06-19,20.68
2012-06-20,20.95
2012-06-21,20.41
2012-06-22,21.16
2012-06-25,20.99
2012-06-26,20.85
2012-06-27,21.05
2012-06-28,20.86
2012-06-29,21.37
2012-07-02,21.84
2012-07-03,21.74
2012-07-05,21.6
2012-07-06,21.11
2012-07-09,21.37
2012-07-10,21.3
2012-07-11,21.07
2012-07-12,20.36
2012-07-13,20.68
2012-07-16,20.7
2012-07-17,20.98
2012-07-18,20.85
2012-07-19,20.39
2012-07-20,20.25
2012-07-23,19.92
2012-07-24,19.84
2012-07-25,19.88
2012-07-26,19.78
2012-07-27,20.48
2012-07-30,19.87
2012-07-31,19.56
2012-08-01,19.26
2012-08-02,18.95
2012-08-03,19.53
2012-08-06,19.54
2012-08-07,19.18
2012-08-08,18.72
2012-08-09,20.1
2012-08-10,20.8
2012-08-13,20.38
2012-08-14,20
2012-08-15,20.04
2012-08-16,20.11
2012-08-17,20.59
2012-08-20,20.54
2012-08-21,20.44
2012-08-22,20.34
2012-08-23,20.51
2012-08-24,21.18
2012-08-27,21.03
2012-08-28,20.88
2012-08-29,21.02
2012-08-30,20.93
2012-08-31,20.97
2012-09-04,21.26
2012-09-05,20.99
2012-09-06,21.37
2012-09-07,21.26
2012-09-10,21.64
2012-09-11,21.36
2012-09-12,21.41
2012-09-13,22.01
2012-09-14,22.14
2012-09-17,22.08
2012-09-18,21.59
2012-09-19,22.02
2012-09-20,22.1
2012-09-21,22.05
2012-09-24,21.95
2012-09-25,21.88
2012-09-26,21.6
2012-09-27,21.67
2012-09-28,21.58
2012-10-01,21.7
2012-10-02,22.1
2012-10-03,21.74
2012-10-04,21.91
2012-10-05,21.84
2012-10-08,21.58
2012-10-09,21.15
2012-10-10,21.46
2012-10-11,21.19
2012-10-12,21.05
2012-10-15,21.2
2012-10-16,21.19
2012-10-17,20.88
2012-10-18,20.99
2012-10-19,20.99
2012-10-22,21.12
2012-10-23,21.03
2012-10-24,21.09
2012-10-25,21.26
2012-10-26,21.21
2012-10-31,21.21
2012-11-01,21.35
2012-11-02,20.54
2012-11-05,20.74
2012-11-06,20.5
2012-11-07,19.49
2012-11-08,19.13
2012-11-09,20.31
2012-11-12,20.63
2012-11-13,20.3
2012-11-14,20.03
2012-11-15,20.42
2012-11-16,20.51
2012-11-19,21.25
2012-11-20,21.84
2012-11-21,22.11
2012-11-23,22.15
2012-11-26,21.93
2012-11-27,21.47
2012-11-28,21.47
2012-11-29,21.89
2012-11-30,21.95
2012-12-03,22.09
2012-12-04,21.98
2012-12-05,21.91
2012-12-06,21.77
2012-12-07,21.72
2012-12-10,21.73
2012-12-11,22.06
2012-12-12,22.03
2012-12-13,21.85
2012-12-14,21.72
2012-12-17,21.62
2012-12-18,21.66
2012-12-19,21.21
2012-12-20,21.23
2012-12-21,21.24
2012-12-24,21.24
2012-12-26,20.87
2012-12-27,20.91
2012-12-28,21.02
2012-12-31,21.22
2013-01-02,21.49
2013-01-03,21.72
2013-01-04,21.81
2013-01-07,22.44
2013-01-08,22.44
2013-01-09,22.41
2013-01-10,23.02
2013-01-11,22.87
2013-01-14,22.63
2013-01-15,22.66
2013-01-16,23.05
2013-01-17,22.97
2013-01-18,23.33
2013-01-22,23.66
2013-01-23,23.49
2013-01-24,23.82
2013-01-25,24.2
2013-01-28,23.9
2013-01-29,23.77
2013-01-30,23.27
2013-01-31,23.07
2013-02-01,23.27
2013-02-04,22.9
2013-02-05,22.95
2013-02-06,22.98
2013-02-07,22.73
2013-02-08,22.88
2013-02-11,22.85
2013-02-12,22.6
2013-02-13,22.52
2013-02-14,21.61
2013-02-15,21.29
2013-02-19,21.5
2013-02-20,21.21
2013-02-21,21.18
2013-02-22,21.32
2013-02-25,21.02
2013-02-26,21.19
2013-02-27,21.4
2013-02-28,22.57
2013-03-01,23.4
2013-03-04,23.55
2013-03-05,23.49
2013-03-06,23.08
2013-03-07,23.28
2013-03-08,23.93
2013-03-11,23.87
2013-03-12,23.91
2013-03-13,23.78
2013-03-14,24.25
2013-03-15,24.04
2013-03-18,24.02
2013-03-19,24.05
2013-03-20,24.27
2013-03-21,24.26
2013-03-22,24.46
2013-03-25,24.6
2013-03-26,25.21
2013-03-27,25.62
2013-03-28,25.86
2013-04-01,26
2013-04-02,26.51
2013-04-03,26.05
2013-04-04,26.15
2013-04-05,25.85
2013-04-08,26.09
2013-04-09,26.12
2013-04-10,26.32
2013-04-11,26.16
2013-04-12,26.25
2013-04-15,25.97
2013-04-16,26.33
2013-04-17,26.36
2013-04-18,25.9
2013-04-19,26.23
2013-04-22,26.13
2013-04-23,25.89
2013-04-24,25.5
2013-04-25,25.48
2013-04-26,25.29
2013-04-29,25.46
2013-04-30,25.24
2013-05-01,24.57
2013-05-02,24.89
2013-05-03,25.5
2013-05-06,24.87
2013-05-07,28.57
2013-05-08,28.35
2013-05-09,28.09
2013-05-10,29.19
2013-05-13,29
2013-05-14,29.46
2013-05-15,29.46
2013-05-16,29.24
2013-05-17,29.66
2013-05-20,29.74
2013-05-21,29.74
2013-05-22,28.69
2013-05-23,29.25
2013-05-24,29.64
2013-05-28,30.55
2013-05-29,30.9
2013-05-30,30.52
2013-05-31,29.86
2013-06-03,30.04
2013-06-04,30.28
2013-06-05,30.09
2013-06-06,30.28
2013-06-07,30.7
2013-06-10,30.44
2013-06-11,30.7
2013-06-12,30.43
2013-06-13,30.92
2013-06-14,30.43
2013-06-17,30.78
2013-06-18,31.13
2013-06-19,30.16
2013-06-20,28.79
2013-06-21,30.84
2013-06-24,31.2
2013-06-25,30.99
2013-06-26,30.92
2013-06-27,31.69
2013-06-28,31.41
2013-07-01,31.45
2013-07-02,31.5
2013-07-03,31.17
2013-07-05,32.39
2013-07-08,31.98
2013-07-09,31.49
2013-07-10,31.45
2013-07-11,32.66
2013-07-12,33.08
2013-07-15,33.54
2013-07-16,32.84
2013-07-17,32.98
2013-07-18,32.35
2013-07-19,32.39
2013-07-22,32.28
2013-07-23,32.06
2013-07-24,31.76
2013-07-25,32.91
2013-07-26,32.58
2013-07-29,31.75
2013-07-30,31.51
2013-07-31,31.89
2013-08-01,31.97
2013-08-02,31.65
2013-08-05,31.16
2013-08-06,30.64
2013-08-07,30.68
2013-08-08,33.78
2013-08-09,34.08
2013-08-12,33.96
2013-08-13,33.55
2013-08-14,33.44
2013-08-15,33.35
2013-08-16,32.84
2013-08-19,32.72
2013-08-20,33.66
2013-08-21,33.59
2013-08-22,34.03
2013-08-23,34.1
2013-08-26,34.64
2013-08-27,32.87
2013-08-28,33.1
2013-08-29,33.3
2013-08-30,33.34
2013-09-03,33.49
2013-09-04,33.38
2013-09-05,33.53
2013-09-06,34
2013-09-09,35.35
2013-09-10,35.84
2013-09-11,35.94
2013-09-12,36
2013-09-13,36.41
2013-09-16,36.23
2013-09-17,36.91
2013-09-18,37.04
2013-09-19,37.75
2013-09-20,35.69
2013-09-23,36.04
2013-09-24,35.75
2013-09-25,35.21
2013-09-26,36.6
2013-09-27,35.84
2013-09-30,36.24
2013-10-01,37.18
2013-10-02,37.56
2013-10-03,37.49
2013-10-04,37.64
2013-10-07,37.17
2013-10-08,35.88
2013-10-09,34.74
2013-10-10,35.16
2013-10-11,35.11
2013-10-14,35.94
2013-10-15,35.35
2013-10-16,37.69
2013-10-17,37.25
2013-10-18,38.1
2013-10-21,38.07
2013-10-22,37.82
2013-10-23,38.12
2013-10-24,37.95
2013-10-25,37.97
2013-10-28,38.54
2013-10-29,39.06
2013-10-30,38.84
2013-10-31,39.07
2013-11-01,39.31
2013-11-04,39.51
2013-11-05,39.86
2013-11-06,37.71
2013-11-07,37.05
2013-11-08,36.43
2013-11-11,36.04
2013-11-12,36.08
2013-11-13,36.99
2013-11-14,37.17
2013-11-15,35.72
2013-11-18,35.02
2013-11-19,34.7
2013-11-20,34.81
2013-11-21,35.31
2013-11-22,35.59
2013-11-25,35.78
2013-11-26,36.05
2013-11-27,36.66
2013-11-29,37.02
2013-12-02,36.31
2013-12-03,36.43
2013-12-04,36.2
2013-12-05,36.36
2013-12-06,36.75
2013-12-09,36.7
2013-12-10,36.58
2013-12-11,36.21
2013-12-12,36.26
2013-12-13,36.48
2013-12-16,36.86
2013-12-17,36.67
2013-12-18,37.44
2013-12-19,36.42
2013-12-20,36.72
2013-12-23,37.84
2013-12-24,37.91
2013-12-26,37.52
2013-12-27,37.35
2013-12-30,37.55
2013-12-31,37.1
2014-01-02,35.83
2014-01-03,36.87
2014-01-06,36.88
2014-01-07,37.01
2014-01-08,36.87
2014-01-09,36.27
2014-01-10,36.25
2014-01-13,35.89
2014-01-14,36.81
2014-01-15,36.53
2014-01-16,40.31
2014-01-17,40.21
2014-01-21,41.18
2014-01-22,41.84
2014-01-23,42.95
2014-01-24,43.28
2014-01-27,43.09
2014-01-28,43.56
2014-01-29,42.57
2014-01-30,43.37
2014-01-31,43
2014-02-03,42.16
2014-02-04,42.38
2014-02-05,42.98
2014-02-06,43.01
2014-02-07,42.31
2014-02-10,43.19
2014-02-11,43.75
2014-02-12,44.51
2014-02-13,44.97
2014-02-14,44.48
2014-02-18,44.63
2014-02-19,44.67
2014-02-20,45.5
2014-02-21,44.97
2014-02-24,45.46
2014-02-25,45.74
2014-02-26,45.79
2014-02-27,45.24
2014-02-28,47.41
2014-03-03,47.32
2014-03-04,49.77
2014-03-05,50.02
2014-03-06,48.81
2014-03-07,48.5
2014-03-10,48.45
2014-03-11,48.16
2014-03-12,48.52
2014-03-13,48.13
2014-03-14,48.35
2014-03-17,48.57
2014-03-18,50.11
2014-03-19,49.33
2014-03-20,50.18
2014-03-21,49.84
2014-03-24,48.99
2014-03-25,49.57
2014-03-26,49.14
2014-03-27,48.55
2014-03-28,47.17
2014-03-31,47.42
2014-04-01,48.31
2014-04-02,49.03
2014-04-03,49.07
2014-04-04,44.31
2014-04-07,41.8
2014-04-08,41.35
2014-04-09,42.71
2014-04-10,42.26
2014-04-11,41.76
2014-04-14,42.45
2014-04-15,42.04
2014-04-16,42.6
2014-04-17,43.52
2014-04-21,43.06
2014-04-22,42.84
2014-04-23,41.91
2014-04-24,41.38
2014-04-25,40.17
2014-04-28,38.25
2014-04-29,38.36
2014-04-30,37.63
2014-05-01,37.87
2014-05-02,36.92
2014-05-05,37.39
2014-05-06,36.86
2014-05-07,35.39
2014-05-08,31.69
2014-05-09,32.99
2014-05-12,34.56
2014-05-13,34.48
2014-05-14,33.78
2014-05-15,33.24
2014-05-16,33.76
2014-05-19,33.94
2014-05-20,33.48
2014-05-21,34.09
2014-05-22,34.89
2014-05-23,35.1
2014-05-27,36.84
2014-05-28,36.45
2014-05-29,37.06
2014-05-30,36.63
2014-06-02,35.11
2014-06-03,35.1
2014-06-04,35.25
2014-06-05,36.3
2014-06-06,36.84
2014-06-09,39
2014-06-10,37.61
2014-06-11,37.32
2014-06-12,37.04
2014-06-13,36.92
2014-06-16,37.84
2014-06-17,37.2
2014-06-18,37.7
2014-06-19,38.72
2014-06-20,39.17
2014-06-23,37.97
2014-06-24,37.73
2014-06-25,38.16
2014-06-26,38.8
2014-06-27,39.53
2014-06-30,39.67
2014-07-01,40.79
2014-07-02,40.73
2014-07-03,41.11
2014-07-07,41.03
2014-07-08,38.89
2014-07-09,38.28
2014-07-10,38.12
2014-07-11,38.4
2014-07-14,38.94
2014-07-15,37.82
2014-07-16,37.48
2014-07-17,36.39
2014-07-18,37.12
2014-07-21,36.93
2014-07-22,37.68
2014-07-23,37.88
2014-07-24,37.2
2014-07-25,36.29
2014-07-28,36.05
2014-07-29,35.9
2014-07-30,36.79
2014-07-31,35.34
2014-08-01,34.36
2014-08-04,35.2
2014-08-05,35.49
2014-08-06,35.39
2014-08-07,35.84
2014-08-08,34.62
2014-08-11,35.31
2014-08-12,33.96
2014-08-13,34.64
2014-08-14,34.66
2014-08-15,34.58
2014-08-18,36.21
2014-08-19,36.02
2014-08-20,34.85
2014-08-21,34.7
2014-08-22,35.06
2014-08-25,35.18
2014-08-26,36.43
2014-08-27,36.46
2014-08-28,36
2014-08-29,36.11
2014-09-02,36.38
2014-09-03,36.23
2014-09-04,36.18
2014-09-05,35.87
2014-09-08,35.93
2014-09-09,35.3
2014-09-10,35.57
2014-09-11,35.7
2014-09-12,34.87
2014-09-15,32.94
2014-09-16,33.09
2014-09-17,35.94
2014-09-18,37.87
2014-09-19,37.09
2014-09-22,36.62
2014-09-23,37.04
2014-09-24,38.53
2014-09-25,37.19
2014-09-26,37.47
2014-09-29,37.6
2014-09-30,36.85
2014-10-01,36.81
2014-10-02,38.04
2014-10-03,38.99
2014-10-06,38.5
2014-10-07,37.52
2014-10-08,39.3
2014-10-09,38.24
2014-10-10,37.82
2014-10-13,37.27
2014-10-14,36.75
2014-10-15,37.08
2014-10-16,37.17
2014-10-17,37.19
2014-10-20,37.43
2014-10-21,38.58
2014-10-22,37.75
2014-10-23,38.83
2014-10-24,39.41
2014-10-27,39.4
2014-10-28,40.9
2014-10-29,41.09
2014-10-30,42.54
2014-10-31,43.17
2014-11-03,41.75
2014-11-04,40.68
2014-11-05,40.27
2014-11-06,42.74
2014-11-07,43.05
2014-11-10,44.75
2014-11-11,45.83
2014-11-12,46.4
2014-11-13,45.81
2014-11-14,45.17
2014-11-17,44.75
2014-11-18,44.93
2014-11-19,44.23
2014-11-20,45.46
2014-11-21,45.26
2014-11-24,45.89
2014-11-25,45.48
2014-11-26,46.33
2014-11-28,46.59
2014-12-01,44
2014-12-02,44.85
2014-12-03,46.36
2014-12-04,45.89
2014-12-05,46.25
2014-12-08,46.24
2014-12-09,47.51
2014-12-10,45.9
2014-12-11,45.22
2014-12-12,43.66
2014-12-15,42.18
2014-12-16,42.48
2014-12-17,44.83
2014-12-18,46.59
2014-12-19,46.56
2014-12-22,46.75
2014-12-23,45.34
2014-12-24,46.24
2014-12-26,46.37
2014-12-29,46.56
2014-12-30,46.28
2014-12-31,46.06
2015-01-02,45.18
2015-01-05,45.09
2015-01-06,43.49
2015-01-07,44.53
2015-01-08,40.52
2015-01-09,41.29
2015-01-12,40.65
2015-01-13,40.05
