"Index","GSPC.Close"
2014-06-23,-0.00013
2014-06-24,-0.00646
2014-06-25,0.00489
2014-06-26,-0.00118
2014-06-27,0.00191
2014-06-30,-0.00037
2014-07-01,0.00666
2014-07-02,0.00066
2014-07-03,0.00546
2014-07-07,-0.00393
2014-07-08,-0.00707
2014-07-09,0.00463
2014-07-10,-0.00414
2014-07-11,0.00147
2014-07-14,0.00483
2014-07-15,-0.00193
2014-07-16,0.00419
2014-07-17,-0.0119
2014-07-18,0.01021
2014-07-21,-0.00232
2014-07-22,0.005
2014-07-23,0.00175
2014-07-24,0.00049
2014-07-25,-0.00486
2014-07-28,0.00029
2014-07-29,-0.00454
2014-07-30,6e-05
2014-07-31,-0.0202
2014-08-01,-0.00286
2014-08-04,0.00716
2014-08-05,-0.00973
2014-08-06,2e-05
2014-08-07,-0.00557
2014-08-08,0.01147
2014-08-11,0.00276
2014-08-12,-0.00164
2014-08-13,0.00668
2014-08-14,0.00434
2014-08-15,-6e-05
2014-08-18,0.0085
2014-08-19,0.00499
2014-08-20,0.00247
2014-08-21,0.00295
2014-08-22,-0.00199
2014-08-25,0.00478
2014-08-26,0.00105
2014-08-27,5e-05
2014-08-28,-0.00169
2014-08-29,0.00331
2014-09-02,-0.00054
2014-09-03,-0.00078
2014-09-04,-0.00154
2014-09-05,0.00502
2014-09-08,-0.00308
2014-09-09,-0.00657
2014-09-10,0.00364
2014-09-11,0.00088
2014-09-12,-0.00598
2014-09-15,-0.00071
2014-09-16,0.00746
2014-09-17,0.00129
2014-09-18,0.00488
2014-09-19,-0.00048
2014-09-22,-0.00805
2014-09-23,-0.00579
2014-09-24,0.0078
2014-09-25,-0.0163
2014-09-26,0.00854
2014-09-29,-0.00255
2014-09-30,-0.00279
2014-10-01,-0.01334
2014-10-02,1e-05
2014-10-03,0.0111
2014-10-06,-0.00157
2014-10-07,-0.01524
2014-10-08,0.01731
2014-10-09,-0.02088
2014-10-10,-0.01152
2014-10-13,-0.01661
2014-10-14,0.00158
2014-10-15,-0.00813
2014-10-16,0.00014
2014-10-17,0.0128
2014-10-20,0.0091
2014-10-21,0.01939
2014-10-22,-0.00733
2014-10-23,0.01223
2014-10-24,0.00703
2014-10-27,-0.0015
2014-10-28,0.01187
2014-10-29,-0.00139
2014-10-30,0.00621
2014-10-31,0.01166
2014-11-03,-0.00012
2014-11-04,-0.00283
2014-11-05,0.00568
2014-11-06,0.00377
2014-11-07,0.00035
2014-11-10,0.00312
2014-11-11,7e-04
2014-11-12,-7e-04
2014-11-13,0.00053
2014-11-14,0.00024
2014-11-17,0.00074
2014-11-18,0.00512
2014-11-19,-0.0015
2014-11-20,0.00197
2014-11-21,0.00522
2014-11-24,0.00286
2014-11-25,-0.00115
2014-11-26,0.0028
2014-11-28,-0.00255
2014-12-01,-0.00685
2014-12-02,0.00636
2014-12-03,0.00376
2014-12-04,-0.00116
2014-12-05,0.00166
2014-12-08,-0.00728
2014-12-09,-0.00024
2014-12-10,-0.01649
2014-12-11,0.00453
2014-12-12,-0.01635
2014-12-15,-0.00636
2014-12-16,-0.00853
2014-12-17,0.02015
2014-12-18,0.02373
2014-12-19,0.00456
2014-12-22,0.0038
2014-12-23,0.00174
2014-12-24,-0.00014
2014-12-26,0.0033
2014-12-29,0.00086
2014-12-30,-0.0049
2014-12-31,-0.01036
2015-01-02,-0.00034
2015-01-05,-0.01845
2015-01-06,-0.00893
2015-01-07,0.01156
2015-01-08,0.01773
2015-01-09,-0.00844
2015-01-12,-0.00813
2015-01-13,-0.00258
2015-01-14,-0.00583
2015-01-15,-0.00929
2015-01-16,0.01333
